date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202052,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202053,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202101,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202102,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202103,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202104,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,72193,1,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202105,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,1,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202106,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,3,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202107,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,5,0,0.01,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202108,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,7,0,0.01,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202109,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,7,0,0.01,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202110,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,72193,8,0,0.01,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202111,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,8,0,0.01,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202112,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,72193,9,0,0.01,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202113,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,9,0,0.01,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202114,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,11,0,0.02,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202115,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,11,0,0.02,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202116,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,72193,12,0,0.02,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202117,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,12,0,0.02,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202118,AG,0 - 9,5,altersklasse_covid19,age_group_AKL10,72193,17,0.01,0.02,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202119,AG,0 - 9,3,altersklasse_covid19,age_group_AKL10,72193,20,0,0.03,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202120,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,22,0,0.03,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202121,AG,0 - 9,4,altersklasse_covid19,age_group_AKL10,72193,26,0.01,0.04,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202122,AG,0 - 9,8,altersklasse_covid19,age_group_AKL10,72193,34,0.01,0.05,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202123,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,36,0,0.05,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202124,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,72193,37,0,0.05,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202125,AG,0 - 9,7,altersklasse_covid19,age_group_AKL10,72193,44,0.01,0.06,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202126,AG,0 - 9,6,altersklasse_covid19,age_group_AKL10,72193,50,0.01,0.07,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202127,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,52,0,0.07,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202128,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,54,0,0.07,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202129,AG,0 - 9,3,altersklasse_covid19,age_group_AKL10,72193,57,0,0.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202130,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,59,0,0.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202131,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,59,0,0.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202132,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,61,0,0.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202133,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,72193,62,0,0.09,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202134,AG,0 - 9,4,altersklasse_covid19,age_group_AKL10,72193,66,0.01,0.09,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202135,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,68,0,0.09,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202136,AG,0 - 9,4,altersklasse_covid19,age_group_AKL10,72193,72,0.01,0.1,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202137,AG,0 - 9,3,altersklasse_covid19,age_group_AKL10,72193,75,0,0.1,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202138,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,72193,76,0,0.11,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202139,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,72193,77,0,0.11,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202140,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,79,0,0.11,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202141,AG,0 - 9,0,altersklasse_covid19,age_group_AKL10,72193,79,0,0.11,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202142,AG,0 - 9,1,altersklasse_covid19,age_group_AKL10,72193,80,0,0.11,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202143,AG,0 - 9,2,altersklasse_covid19,age_group_AKL10,72193,82,0,0.11,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202144,AG,0 - 9,3,altersklasse_covid19,age_group_AKL10,72193,85,0,0.12,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.001,0.1
202052,AG,10 - 19,0,altersklasse_covid19,age_group_AKL10,68250,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202053,AG,10 - 19,2,altersklasse_covid19,age_group_AKL10,68250,2,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.008,0.8
202101,AG,10 - 19,2,altersklasse_covid19,age_group_AKL10,68250,4,0,0.01,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.001,0.1
202102,AG,10 - 19,27,altersklasse_covid19,age_group_AKL10,68250,31,0.04,0.05,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.008,0.8
202103,AG,10 - 19,23,altersklasse_covid19,age_group_AKL10,68250,54,0.03,0.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.004,0.4
202104,AG,10 - 19,46,altersklasse_covid19,age_group_AKL10,68250,100,0.07,0.15,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.007,0.7000000000000001
202105,AG,10 - 19,36,altersklasse_covid19,age_group_AKL10,68250,136,0.05,0.2,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.004,0.4
202106,AG,10 - 19,49,altersklasse_covid19,age_group_AKL10,68250,185,0.07,0.27,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.006,0.6
202107,AG,10 - 19,43,altersklasse_covid19,age_group_AKL10,68250,228,0.06,0.33,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.004,0.4
202108,AG,10 - 19,85,altersklasse_covid19,age_group_AKL10,68250,313,0.12,0.46,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.006,0.6
202109,AG,10 - 19,45,altersklasse_covid19,age_group_AKL10,68250,358,0.07,0.52,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.003,0.3
202110,AG,10 - 19,63,altersklasse_covid19,age_group_AKL10,68250,421,0.09,0.62,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.005,0.5
202111,AG,10 - 19,37,altersklasse_covid19,age_group_AKL10,68250,458,0.05,0.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.004,0.4
202112,AG,10 - 19,33,altersklasse_covid19,age_group_AKL10,68250,491,0.05,0.72,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.002,0.2
202113,AG,10 - 19,38,altersklasse_covid19,age_group_AKL10,68250,529,0.06,0.78,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.002,0.2
202114,AG,10 - 19,60,altersklasse_covid19,age_group_AKL10,68250,589,0.09,0.86,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.003,0.3
202115,AG,10 - 19,139,altersklasse_covid19,age_group_AKL10,68250,728,0.2,1.07,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.006,0.6
202116,AG,10 - 19,245,altersklasse_covid19,age_group_AKL10,68250,973,0.36,1.43,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.008,0.8
202117,AG,10 - 19,468,altersklasse_covid19,age_group_AKL10,68250,1441,0.69,2.11,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.019,1.9
202118,AG,10 - 19,602,altersklasse_covid19,age_group_AKL10,68250,2043,0.88,2.99,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.017,1.7000000000000002
202119,AG,10 - 19,629,altersklasse_covid19,age_group_AKL10,68250,2672,0.92,3.92,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.019,1.9
202120,AG,10 - 19,517,altersklasse_covid19,age_group_AKL10,68250,3189,0.76,4.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.013,1.3
202121,AG,10 - 19,1123,altersklasse_covid19,age_group_AKL10,68250,4312,1.65,6.32,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.027,2.7
202122,AG,10 - 19,1236,altersklasse_covid19,age_group_AKL10,68250,5548,1.81,8.13,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.024,2.4
202123,AG,10 - 19,1499,altersklasse_covid19,age_group_AKL10,68250,7047,2.2,10.33,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.03,3
202124,AG,10 - 19,1266,altersklasse_covid19,age_group_AKL10,68250,8313,1.85,12.18,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.03,3
202125,AG,10 - 19,1604,altersklasse_covid19,age_group_AKL10,68250,9917,2.35,14.53,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.045,4.5
202126,AG,10 - 19,3789,altersklasse_covid19,age_group_AKL10,68250,13706,5.55,20.08,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.108,10.8
202127,AG,10 - 19,2028,altersklasse_covid19,age_group_AKL10,68250,15734,2.97,23.05,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.057,5.7
202128,AG,10 - 19,1713,altersklasse_covid19,age_group_AKL10,68250,17447,2.51,25.56,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.058,5.800000000000001
202129,AG,10 - 19,1630,altersklasse_covid19,age_group_AKL10,68250,19077,2.39,27.95,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.085,8.5
202130,AG,10 - 19,3236,altersklasse_covid19,age_group_AKL10,68250,22313,4.74,32.69,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.22,22
202131,AG,10 - 19,3099,altersklasse_covid19,age_group_AKL10,68250,25412,4.54,37.23,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.242,24.2
202132,AG,10 - 19,1915,altersklasse_covid19,age_group_AKL10,68250,27327,2.81,40.04,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.171,17.1
202133,AG,10 - 19,2125,altersklasse_covid19,age_group_AKL10,68250,29452,3.11,43.15,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.176,17.599999999999998
202134,AG,10 - 19,2832,altersklasse_covid19,age_group_AKL10,68250,32284,4.15,47.3,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.188,18.8
202135,AG,10 - 19,2941,altersklasse_covid19,age_group_AKL10,68250,35225,4.31,51.61,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.198,19.8
202136,AG,10 - 19,3041,altersklasse_covid19,age_group_AKL10,68250,38266,4.46,56.07,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.176,17.599999999999998
202137,AG,10 - 19,3542,altersklasse_covid19,age_group_AKL10,68250,41808,5.19,61.26,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.183,18.3
202138,AG,10 - 19,3097,altersklasse_covid19,age_group_AKL10,68250,44905,4.54,65.79,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.19,19
202139,AG,10 - 19,2454,altersklasse_covid19,age_group_AKL10,68250,47359,3.6,69.39,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.168,16.8
202140,AG,10 - 19,1705,altersklasse_covid19,age_group_AKL10,68250,49064,2.5,71.89,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.126,12.6
202141,AG,10 - 19,1874,altersklasse_covid19,age_group_AKL10,68250,50938,2.75,74.63,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.136,13.600000000000001
202142,AG,10 - 19,1871,altersklasse_covid19,age_group_AKL10,68250,52809,2.74,77.38,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.174,17.4
202143,AG,10 - 19,1743,altersklasse_covid19,age_group_AKL10,68250,54552,2.55,79.93,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.212,21.2
202144,AG,10 - 19,1203,altersklasse_covid19,age_group_AKL10,68250,55755,1.76,81.69,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.204,20.4
202052,AG,20 - 29,1,altersklasse_covid19,age_group_AKL10,80541,1,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,1,100
202053,AG,20 - 29,33,altersklasse_covid19,age_group_AKL10,80541,34,0.04,0.04,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.135,13.5
202101,AG,20 - 29,72,altersklasse_covid19,age_group_AKL10,80541,106,0.09,0.13,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.029,2.9000000000000004
202102,AG,20 - 29,149,altersklasse_covid19,age_group_AKL10,80541,255,0.18,0.32,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.043,4.3
202103,AG,20 - 29,142,altersklasse_covid19,age_group_AKL10,80541,397,0.18,0.49,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.023,2.3
202104,AG,20 - 29,212,altersklasse_covid19,age_group_AKL10,80541,609,0.26,0.76,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.033,3.3000000000000003
202105,AG,20 - 29,290,altersklasse_covid19,age_group_AKL10,80541,899,0.36,1.12,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.033,3.3000000000000003
202106,AG,20 - 29,434,altersklasse_covid19,age_group_AKL10,80541,1333,0.54,1.66,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.056,5.6000000000000005
202107,AG,20 - 29,391,altersklasse_covid19,age_group_AKL10,80541,1724,0.49,2.14,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.035,3.5000000000000004
202108,AG,20 - 29,385,altersklasse_covid19,age_group_AKL10,80541,2109,0.48,2.62,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.026,2.6
202109,AG,20 - 29,354,altersklasse_covid19,age_group_AKL10,80541,2463,0.44,3.06,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.026,2.6
202110,AG,20 - 29,524,altersklasse_covid19,age_group_AKL10,80541,2987,0.65,3.71,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.039,3.9
202111,AG,20 - 29,387,altersklasse_covid19,age_group_AKL10,80541,3374,0.48,4.19,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.037,3.6999999999999997
202112,AG,20 - 29,359,altersklasse_covid19,age_group_AKL10,80541,3733,0.45,4.63,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.022,2.1999999999999997
202113,AG,20 - 29,258,altersklasse_covid19,age_group_AKL10,80541,3991,0.32,4.96,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.016,1.6
202114,AG,20 - 29,412,altersklasse_covid19,age_group_AKL10,80541,4403,0.51,5.47,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.02,2
202115,AG,20 - 29,964,altersklasse_covid19,age_group_AKL10,80541,5367,1.2,6.66,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.038,3.8
202116,AG,20 - 29,1331,altersklasse_covid19,age_group_AKL10,80541,6698,1.65,8.32,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.045,4.5
202117,AG,20 - 29,1738,altersklasse_covid19,age_group_AKL10,80541,8436,2.16,10.47,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.07,7.000000000000001
202118,AG,20 - 29,2611,altersklasse_covid19,age_group_AKL10,80541,11047,3.24,13.72,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.075,7.5
202119,AG,20 - 29,2609,altersklasse_covid19,age_group_AKL10,80541,13656,3.24,16.96,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.08,8
202120,AG,20 - 29,2709,altersklasse_covid19,age_group_AKL10,80541,16365,3.36,20.32,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.07,7.000000000000001
202121,AG,20 - 29,3924,altersklasse_covid19,age_group_AKL10,80541,20289,4.87,25.19,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.096,9.6
202122,AG,20 - 29,6024,altersklasse_covid19,age_group_AKL10,80541,26313,7.48,32.67,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.117,11.700000000000001
202123,AG,20 - 29,6561,altersklasse_covid19,age_group_AKL10,80541,32874,8.15,40.82,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.132,13.200000000000001
202124,AG,20 - 29,6381,altersklasse_covid19,age_group_AKL10,80541,39255,7.92,48.74,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.151,15.1
202125,AG,20 - 29,5165,altersklasse_covid19,age_group_AKL10,80541,44420,6.41,55.15,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.144,14.399999999999999
202126,AG,20 - 29,4396,altersklasse_covid19,age_group_AKL10,80541,48816,5.46,60.61,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.126,12.6
202127,AG,20 - 29,5279,altersklasse_covid19,age_group_AKL10,80541,54095,6.55,67.16,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.148,14.799999999999999
202128,AG,20 - 29,5378,altersklasse_covid19,age_group_AKL10,80541,59473,6.68,73.84,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.183,18.3
202129,AG,20 - 29,3539,altersklasse_covid19,age_group_AKL10,80541,63012,4.39,78.24,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.185,18.5
202130,AG,20 - 29,2303,altersklasse_covid19,age_group_AKL10,80541,65315,2.86,81.1,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.157,15.7
202131,AG,20 - 29,1777,altersklasse_covid19,age_group_AKL10,80541,67092,2.21,83.3,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.139,13.900000000000002
202132,AG,20 - 29,1686,altersklasse_covid19,age_group_AKL10,80541,68778,2.09,85.4,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.151,15.1
202133,AG,20 - 29,1817,altersklasse_covid19,age_group_AKL10,80541,70595,2.26,87.65,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.15,15
202134,AG,20 - 29,2180,altersklasse_covid19,age_group_AKL10,80541,72775,2.71,90.36,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.145,14.499999999999998
202135,AG,20 - 29,2342,altersklasse_covid19,age_group_AKL10,80541,75117,2.91,93.27,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.158,15.8
202136,AG,20 - 29,3172,altersklasse_covid19,age_group_AKL10,80541,78289,3.94,97.2,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.184,18.4
202137,AG,20 - 29,3720,altersklasse_covid19,age_group_AKL10,80541,82009,4.62,101.82,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.192,19.2
202138,AG,20 - 29,2816,altersklasse_covid19,age_group_AKL10,80541,84825,3.5,105.32,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.173,17.299999999999997
202139,AG,20 - 29,2640,altersklasse_covid19,age_group_AKL10,80541,87465,3.28,108.6,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.18,18
202140,AG,20 - 29,2881,altersklasse_covid19,age_group_AKL10,80541,90346,3.58,112.17,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.212,21.2
202141,AG,20 - 29,3002,altersklasse_covid19,age_group_AKL10,80541,93348,3.73,115.9,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.218,21.8
202142,AG,20 - 29,2166,altersklasse_covid19,age_group_AKL10,80541,95514,2.69,118.59,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.201,20.1
202143,AG,20 - 29,1546,altersklasse_covid19,age_group_AKL10,80541,97060,1.92,120.51,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.188,18.8
202144,AG,20 - 29,1197,altersklasse_covid19,age_group_AKL10,80541,98257,1.49,122,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.203,20.3
202052,AG,30 - 39,0,altersklasse_covid19,age_group_AKL10,99087,0,0,0,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0,0
202053,AG,30 - 39,59,altersklasse_covid19,age_group_AKL10,99087,59,0.06,0.06,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.242,24.2
202101,AG,30 - 39,114,altersklasse_covid19,age_group_AKL10,99087,173,0.12,0.17,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.045,4.5
202102,AG,30 - 39,161,altersklasse_covid19,age_group_AKL10,99087,334,0.16,0.34,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.046,4.6
202103,AG,30 - 39,194,altersklasse_covid19,age_group_AKL10,99087,528,0.2,0.53,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.031,3.1
202104,AG,30 - 39,295,altersklasse_covid19,age_group_AKL10,99087,823,0.3,0.83,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.047,4.7
202105,AG,30 - 39,389,altersklasse_covid19,age_group_AKL10,99087,1212,0.39,1.22,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.045,4.5
202106,AG,30 - 39,574,altersklasse_covid19,age_group_AKL10,99087,1786,0.58,1.8,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.074,7.3999999999999995
202107,AG,30 - 39,630,altersklasse_covid19,age_group_AKL10,99087,2416,0.64,2.44,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.057,5.7
202108,AG,30 - 39,543,altersklasse_covid19,age_group_AKL10,99087,2959,0.55,2.99,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.036,3.5999999999999996
202109,AG,30 - 39,506,altersklasse_covid19,age_group_AKL10,99087,3465,0.51,3.5,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.037,3.6999999999999997
202110,AG,30 - 39,741,altersklasse_covid19,age_group_AKL10,99087,4206,0.75,4.24,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.055,5.5
202111,AG,30 - 39,641,altersklasse_covid19,age_group_AKL10,99087,4847,0.65,4.89,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.061,6.1
202112,AG,30 - 39,613,altersklasse_covid19,age_group_AKL10,99087,5460,0.62,5.51,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.037,3.6999999999999997
202113,AG,30 - 39,375,altersklasse_covid19,age_group_AKL10,99087,5835,0.38,5.89,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.024,2.4
202114,AG,30 - 39,615,altersklasse_covid19,age_group_AKL10,99087,6450,0.62,6.51,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.029,2.9000000000000004
202115,AG,30 - 39,1418,altersklasse_covid19,age_group_AKL10,99087,7868,1.43,7.94,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.056,5.6000000000000005
202116,AG,30 - 39,1881,altersklasse_covid19,age_group_AKL10,99087,9749,1.9,9.84,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.063,6.3
202117,AG,30 - 39,2087,altersklasse_covid19,age_group_AKL10,99087,11836,2.11,11.95,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.084,8.4
202118,AG,30 - 39,3252,altersklasse_covid19,age_group_AKL10,99087,15088,3.28,15.23,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.094,9.4
202119,AG,30 - 39,3435,altersklasse_covid19,age_group_AKL10,99087,18523,3.47,18.69,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.105,10.5
202120,AG,30 - 39,4102,altersklasse_covid19,age_group_AKL10,99087,22625,4.14,22.83,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.106,10.6
202121,AG,30 - 39,5791,altersklasse_covid19,age_group_AKL10,99087,28416,5.84,28.68,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.142,14.2
202122,AG,30 - 39,8188,altersklasse_covid19,age_group_AKL10,99087,36604,8.26,36.94,COVID19VaccDosesAdministered,2021-11-08_08-03-41,detailed,0.16,16
